date,neg,neu,pos,compound
2019-02-12,0.0,1.0,0.0,0.0
2019-02-16,0.0,1.0,0.0,0.0
2019-02-17,0.0,1.0,0.0,0.0
2019-02-18,0.185,0.637,0.178,-0.0258
2019-02-21,0.108,0.692,0.2,0.296
2019-02-19,0.0,1.0,0.0,0.0
2019-02-22,0.0,1.0,0.0,0.0
2019-02-25,0.113,0.887,0.0,-0.1027
2019-02-27,0.0,0.863,0.137,0.2263
2019-02-28,0.0,1.0,0.0,0.0
2019-03-01,0.272,0.471,0.257,-0.0767
2019-03-02,0.0,1.0,0.0,0.0
2019-02-24,0.131,0.633,0.235,0.3182
2019-03-05,0.371,0.629,0.0,-0.5739
2019-03-04,0.0,1.0,0.0,0.0
2019-03-03,0.0,0.86,0.14,0.0772
2019-02-26,0.0,1.0,0.0,0.0
2019-03-06,0.0,0.881,0.119,0.3182
2019-03-07,0.0,1.0,0.0,0.0
2019-03-08,0.0,0.885,0.115,0.0772
2019-03-11,0.0,1.0,0.0,0.0
2019-03-12,0.0,0.0,0.0,0.0
2019-03-10,0.0,1.0,0.0,0.0
2019-03-13,0.0,1.0,0.0,0.0
2019-03-14,0.0,1.0,0.0,0.0
2019-03-15,0.0,0.845,0.155,0.296
2019-03-16,0.0,1.0,0.0,0.0
2019-03-22,0.0,0.885,0.115,0.0772
2019-03-19,0.403,0.597,0.0,-0.4019
2019-03-21,0.0,1.0,0.0,0.0
2019-03-20,0.0,0.647,0.353,0.7178
2019-03-18,0.0,1.0,0.0,0.0
2019-03-23,0.0,1.0,0.0,0.0
2019-03-24,0.0,1.0,0.0,0.0
2019-03-30,0.333,0.667,0.0,-0.25
2019-03-28,0.0,0.833,0.167,0.296
2019-03-27,0.0,1.0,0.0,0.0
2019-03-26,0.0,0.794,0.206,0.3818
2019-03-29,0.0,1.0,0.0,0.0
2019-03-25,0.0,0.719,0.281,0.5118
2019-03-31,0.0,1.0,0.0,0.0
2019-04-02,0.265,0.735,0.0,-0.2023
2019-04-01,0.139,0.861,0.0,-0.2732
2019-04-04,0.0,1.0,0.0,0.0
2019-04-06,0.0,0.748,0.252,0.4019
2019-04-03,0.241,0.759,0.0,-0.5423
2019-04-05,0.113,0.887,0.0,-0.1027
2019-04-07,0.417,0.583,0.0,-0.6124
2019-04-08,0.23,0.638,0.131,-0.34
2019-04-11,0.0,0.342,0.658,0.8225
2019-04-12,0.0,0.588,0.412,0.4939
2019-04-09,0.0,0.752,0.248,0.5106
2019-04-10,0.0,0.647,0.353,0.5994
2019-04-16,0.342,0.439,0.219,-0.1027
2019-04-15,0.0,1.0,0.0,0.0
2019-04-13,0.211,0.789,0.0,-0.1531
2019-04-17,0.126,0.874,0.0,-0.0772
2019-04-14,0.0,0.783,0.217,0.3612
